2015-02-04 07:08:31: -- Analysis Started by User
2015-02-04 07:08:32: Changes: 6,797, Conflicts: 0, CopyTime: 0, CopyState: 748/262, Errors: 0, All: 7816
2015-02-04 07:08:32: Left to Right: Copy File: 6797 Copy State: 748 
2015-02-04 07:08:32: -- Analysis Complete. Time 00:00:01, Speed: 6,800 files/s
2015-02-04 07:08:32: 
2015-02-04 07:08:34: == Sync Started by User
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-11'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-11/Image-11'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-11/Image-11/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-11/Image-11/bin'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-11/Image-11/bin/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-11/Image-11/Image'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-11/Image-11/obj'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-11/Image-11/obj/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-11/Image-11/obj/Debug/intermediatexaml'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-11/Image-11/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Links'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-01'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-01/Layout-01'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-01/Layout-01/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-01/Layout-01/Assets/Tiles'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-01/Layout-01/Bin'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-01/Layout-01/Bin/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-01/Layout-01/Bin/Debug/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-01/Layout-01/Bin/Debug/Assets/Tiles'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-01/Layout-01/Bin/Debug/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-01/Layout-01/obj'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-01/Layout-01/obj/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-01/Layout-01/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-01/Layout-01/Resources'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-02'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-02/Layout-02'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-02/Layout-02/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-02/Layout-02/Bin'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-02/Layout-02/Bin/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-02/Layout-02/obj'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-02/Layout-02/obj/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-02/Layout-02/obj/Debug/intermediatexaml'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-02/Layout-02/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-03'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-03/Layout-03'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-03/Layout-03/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-03/Layout-03/Bin'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-03/Layout-03/Bin/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-03/Layout-03/obj'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-03/Layout-03/obj/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-03/Layout-03/obj/Debug/intermediatexaml'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-03/Layout-03/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-04'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-04/Layout-04'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-04/Layout-04/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-04/Layout-04/Bin'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-04/Layout-04/Bin/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-04/Layout-04/obj'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-04/Layout-04/obj/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-04/Layout-04/obj/Debug/intermediatexaml'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-04/Layout-04/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-05'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-05/Layout-05'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-05/Layout-05/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-05/Layout-05/Bin'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-05/Layout-05/Bin/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-05/Layout-05/obj'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-05/Layout-05/obj/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-05/Layout-05/obj/Debug/intermediatexaml'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-05/Layout-05/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-06'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-06/Layout-06'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-06/Layout-06/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-06/Layout-06/Bin'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-06/Layout-06/Bin/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-06/Layout-06/obj'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-06/Layout-06/obj/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-06/Layout-06/obj/Debug/intermediatexaml'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-06/Layout-06/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-07'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-07/Layout-07'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-07/Layout-07/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-07/Layout-07/bin'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-07/Layout-07/bin/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-07/Layout-07/obj'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-07/Layout-07/obj/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-07/Layout-07/obj/Debug/intermediatexaml'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-07/Layout-07/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-08'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-08/Layout-08'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-08/Layout-08/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-08/Layout-08/Bin'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-08/Layout-08/Bin/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-08/Layout-08/obj'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-08/Layout-08/obj/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-08/Layout-08/obj/Debug/intermediatexaml'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-08/Layout-08/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-09'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-09/Layout-09'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-09/Layout-09/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-09/Layout-09/Bin'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-09/Layout-09/Bin/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-09/Layout-09/obj'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-09/Layout-09/obj/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-09/Layout-09/obj/Debug/intermediatexaml'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-09/Layout-09/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-10'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-10/Layout-10'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-10/Layout-10/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-10/Layout-10/bin'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-10/Layout-10/bin/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-10/Layout-10/obj'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-10/Layout-10/obj/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-10/Layout-10/obj/Debug/intermediatexaml'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-10/Layout-10/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-11'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-11/Layout-11'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-11/Layout-11/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-11/Layout-11/Bin'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-11/Layout-11/Bin/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-11/Layout-11/obj'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-11/Layout-11/obj/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-11/Layout-11/obj/Debug/intermediatexaml'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-11/Layout-11/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-12'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-12/Layout-12'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-12/Layout-12/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-12/Layout-12/Bin'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-12/Layout-12/Bin/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-12/Layout-12/obj'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-12/Layout-12/obj/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-12/Layout-12/obj/Debug/intermediatexaml'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-12/Layout-12/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-13'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-13/Layout-13'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-13/Layout-13/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-13/Layout-13/Bin'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-13/Layout-13/Bin/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-13/Layout-13/obj'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-13/Layout-13/obj/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-13/Layout-13/obj/Debug/intermediatexaml'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Layout/Layout-13/Layout-13/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ListBox'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ListBox/CodeLab'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ListBox/CodeLab/FlickrWP7'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ListBox/CodeLab/FlickrWP7/FlickrWP7'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ListBox/CodeLab/FlickrWP7/FlickrWP7/Backup'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ListBox/CodeLab/FlickrWP7/FlickrWP7/Backup/FlickrWP7'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ListBox/CodeLab/FlickrWP7/FlickrWP7/Backup/FlickrWP7/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ListBox/CodeLab/FlickrWP7/FlickrWP7/FlickrWP7'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ListBox/CodeLab/FlickrWP7/FlickrWP7/FlickrWP7/Bin'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ListBox/CodeLab/FlickrWP7/FlickrWP7/FlickrWP7/Bin/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ListBox/CodeLab/FlickrWP7/FlickrWP7/FlickrWP7/Bin/Debug/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ListBox/CodeLab/FlickrWP7/FlickrWP7/FlickrWP7/obj'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ListBox/CodeLab/FlickrWP7/FlickrWP7/FlickrWP7/obj/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ListBox/CodeLab/FlickrWP7/FlickrWP7/FlickrWP7/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ListBox/CodeLab/Links'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ListBox/CodeLab/Listboxselecteditem'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ListBox/CodeLab/Listboxselecteditem/Listboxselecteditem'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ListBox/CodeLab/Listboxselecteditem/Listboxselecteditem/Listboxselecteditem'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ListBox/CodeLab/Listboxselecteditem/Listboxselecteditem/Listboxselecteditem/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ListBox/CodeLab/Listboxselecteditem/Listboxselecteditem/Listboxselecteditem/Assets/Tiles'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ListBox/CodeLab/Listboxselecteditem/Listboxselecteditem/Listboxselecteditem/Bin'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ListBox/CodeLab/Listboxselecteditem/Listboxselecteditem/Listboxselecteditem/Bin/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ListBox/CodeLab/Listboxselecteditem/Listboxselecteditem/Listboxselecteditem/Bin/Debug/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ListBox/CodeLab/Listboxselecteditem/Listboxselecteditem/Listboxselecteditem/Bin/Debug/Assets/Tiles'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ListBox/CodeLab/Listboxselecteditem/Listboxselecteditem/Listboxselecteditem/Bin/Debug/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ListBox/CodeLab/Listboxselecteditem/Listboxselecteditem/Listboxselecteditem/obj'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ListBox/CodeLab/Listboxselecteditem/Listboxselecteditem/Listboxselecteditem/obj/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ListBox/CodeLab/Listboxselecteditem/Listboxselecteditem/Listboxselecteditem/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ListBox/CodeLab/Listboxselecteditem/Listboxselecteditem/Listboxselecteditem/Resources'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ListBox/ListBox-01'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ListBox/ListBox-01/ListBox-01'
