2015-02-04 06:53:36: -- Analysis Started by User
2015-02-04 06:53:37: Changes: 7,546, Conflicts: 0, CopyTime: 0, CopyState: 0/259, Errors: 0, All: 7812
2015-02-04 06:53:37: Left to Right: Delete File: 7546 
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/Bin/Debug/ListingContacts.pdb'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/Bin/Debug/ListingContacts_Debug_AnyCPU.xap'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/Bin/Debug/Microsoft.Practices.ServiceLocation.dll'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/Bin/Debug/Microsoft.Practices.ServiceLocation.xml'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/Bin/Debug/Properties/WMAppManifest.xml'
2015-02-04 06:53:50: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/Bin/Debug/Properties'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/Bin/Debug/System.Windows.Interactivity.dll'
2015-02-04 06:53:50: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/Bin/Debug'
2015-02-04 06:53:50: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/Bin'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/Common/ExtensionMethods.cs'
2015-02-04 06:53:50: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/Common'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/ListingContacts.csproj'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/ListingContacts.csproj.user'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/LocalizedStrings.cs'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/MainPage.xaml'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/MainPage.xaml.cs'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/obj/Debug/App.g.cs'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/obj/Debug/App.g.i.cs'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/obj/Debug/DesignTimeResolveAssemblyReferences.cache'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/obj/Debug/DesignTimeResolveAssemblyReferencesInput.cache'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/obj/Debug/ListingContacts.csproj.FileListAbsolute.txt'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/obj/Debug/ListingContacts.csproj.GenerateResource.Cache'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/obj/Debug/ListingContacts.csprojResolveAssemblyReference.cache'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/obj/Debug/ListingContacts.dll'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/obj/Debug/ListingContacts.g.resources'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/obj/Debug/ListingContacts.pdb'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/obj/Debug/ListingContacts.Resources.AppResources.resources'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/obj/Debug/MainPage.g.cs'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/obj/Debug/MainPage.g.i.cs'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/obj/Debug/TemporaryGeneratedFile_036C0B5B-1481-4323-8D20-8F5ADCB23D92.cs'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/obj/Debug/TemporaryGeneratedFile_5937a670-0e60-4077-877b-f7221da3dda1.cs'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/obj/Debug/TemporaryGeneratedFile_E7A71F73-0F8D-4B9B-B56E-8E70B10BC5D3.cs'
2015-02-04 06:53:50: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/obj/Debug/TempPE'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/obj/Debug/XapCacheFile.xml'
2015-02-04 06:53:50: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/obj/Debug'
2015-02-04 06:53:50: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/obj'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/Properties/AppManifest.xml'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/Properties/AssemblyInfo.cs'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/Properties/WMAppManifest.xml'
2015-02-04 06:53:50: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/Properties'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/Resources/AppResources.Designer.cs'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/Resources/AppResources.resx'
2015-02-04 06:53:50: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/Resources'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/ViewModel/MainPageViewModel.cs'
2015-02-04 06:53:50: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts/ViewModel'
2015-02-04 06:53:50: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts.sln'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts.v11.suo'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts/ListingContacts.v12.suo'
2015-02-04 06:53:50: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab/ListingContacts.rar'
2015-02-04 06:53:50: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos/CodeLab'
2015-02-04 06:53:50: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Contatos'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/CodeLab/Date and time formatting sample.zip'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/CodeLab/Windows 8 Date and time formatting sample in C#, C++, JavaScript for Visual Studio 2013.url'
2015-02-04 06:53:50: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/CodeLab'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/App.xaml'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/App.xaml.cs'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/Assets/Logo.scale-240.png'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/Assets/SmallLogo.scale-240.png'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/Assets/SplashScreen.scale-240.png'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/Assets/Square71x71Logo.scale-240.png'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/Assets/StoreLogo.scale-240.png'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/Assets/WideLogo.scale-240.png'
2015-02-04 06:53:50: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/Assets'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/bin/Debug/App.xbf'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/bin/Debug/AppxManifest.xml'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/bin/Debug/DatePicker-01.build.appxrecipe'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/bin/Debug/DatePicker-01.exe'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/bin/Debug/DatePicker-01.pdb'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/bin/Debug/DatePicker-01.xr.xml'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/bin/Debug/MainPage.xbf'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/bin/Debug/resources.pri'
2015-02-04 06:53:50: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/bin/Debug'
2015-02-04 06:53:50: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/bin'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/DatePicker-01.csproj'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/MainPage.xaml'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/MainPage.xaml.cs'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/App.g.cs'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/App.g.i.cs'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/App.xaml'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/App.xbf'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/DatePicker-01.csproj.FileListAbsolute.txt'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/DatePicker-01.exe'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/DatePicker-01.pdb'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/DatePicker-01.xr.xml'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/DesignTimeResolveAssemblyReferencesInput.cache'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/intermediatexaml/DatePicker-01.exe'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/intermediatexaml/DatePicker-01.pdb'
2015-02-04 06:53:50: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/intermediatexaml'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/layout.resfiles'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/layout.resfiles.intermediate'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/MainPage.g.cs'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/MainPage.g.i.cs'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/MainPage.xaml'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/MainPage.xbf'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/MultipleQualifiersPerDimensionFound.txt'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/pri.resfiles'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/pri.resfiles.intermediate'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/priconfig.xml'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/priconfig.xml.intermediate'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/ProjectArchitectures.txt'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/qualifiers.txt'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/qualifiers.txt.intermediate'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/resources.resfiles'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/resources.resfiles.intermediate'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/TemporaryGeneratedFile_036C0B5B-1481-4323-8D20-8F5ADCB23D92.cs'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/TemporaryGeneratedFile_5937a670-0e60-4077-877b-f7221da3dda1.cs'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/TemporaryGeneratedFile_E7A71F73-0F8D-4B9B-B56E-8E70B10BC5D3.cs'
2015-02-04 06:53:50: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/TempPE'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/XamlSaveStateFile.xml'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/XamlTypeInfo.g.cs'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/XamlTypeInfo.g.cs.backup'
2015-02-04 06:53:50: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug'
2015-02-04 06:53:50: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/Package.appxmanifest'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/Properties/AssemblyInfo.cs'
2015-02-04 06:53:50: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/Properties'
2015-02-04 06:53:50: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01.sln'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01.v12.suo'
2015-02-04 06:53:50: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-02/DatePicker-02/App.xaml'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-02/DatePicker-02/App.xaml.cs'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-02/DatePicker-02/Assets/Logo.scale-240.png'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-02/DatePicker-02/Assets/SmallLogo.scale-240.png'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-02/DatePicker-02/Assets/SplashScreen.scale-240.png'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-02/DatePicker-02/Assets/Square71x71Logo.scale-240.png'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-02/DatePicker-02/Assets/StoreLogo.scale-240.png'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-02/DatePicker-02/Assets/WideLogo.scale-240.png'
2015-02-04 06:53:50: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-02/DatePicker-02/Assets'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-02/DatePicker-02/bin/Debug/App.xbf'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-02/DatePicker-02/bin/Debug/AppxManifest.xml'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-02/DatePicker-02/bin/Debug/DatePicker-02.build.appxrecipe'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-02/DatePicker-02/bin/Debug/DatePicker-02.exe'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-02/DatePicker-02/bin/Debug/DatePicker-02.pdb'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-02/DatePicker-02/bin/Debug/DatePicker-02.xr.xml'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-02/DatePicker-02/bin/Debug/MainPage.xbf'
2015-02-04 06:53:50: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-02/DatePicker-02/bin/Debug/resources.pri'
